Name,City
"dr. Krishnan e. , g.kuppuswamy naidu memorial hospital",coimbatore
dr. Kuruvilla thamarappally,kochi
dr. Kuldip singh laller,rohtak
dr. Kulashekharan k. ,bengaluru
dr. Kunjumon m.  sebastian,kochi
dr. Krishnaswamy k. ,kuniyamuthur
dr. Lakshman a. d. ,bengaluru
"dr. Kumar s. s, b.m. jain hospital",bengaluru
dr. Kumar d. n. ,hyderabad
"dr. Kulwant singh bhatia, medical college",amritsar
dr. Kulpati d. d. ,new delhi
dr. Krishnaraja o. r.  sekhar,chennai
dr. Krishnamoorthy s. ,chennai
dr. Krishnamachari v. ,guntur
dr. Kuppuswamy g. ,bengaluru
dr. Kundu s. c. ,kolkata
dr. Kulkarni v. r. ,pune
dr. Krishnan k. t. ,chennai
"dr. Krishna k. m.  moorthy, sihms",anantapur
dr. Kudrimoti s. b. ,aurangabad
dr. Ku. kharate v. ,indore
dr. Kulkarni v. v. ,dombivli
dr. Krishna l.  nayak,bengaluru
dr. Krishna k. c.  kumar,chennai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Kukar m. l. ,jaipur
dr. Kuber b.  gowda,bengaluru
dr. Krishnam p.  raju,secunderabad
"dr. Krishnakumar r. , escorts heart institute",new delhi
dr. Krishna kumar gupta,new delhi
dr. Krishna kr.  lohani,gaya
"dr. Krishna h. m.  murthy, koushik cardiac rehab",bengaluru
dr. Krishna kumar,new delhi
dr. Krishna kumar pandey,chhattisgarh
dr. Krishnamoorthy m. ,chennai
dr. Krishnamani k. c. ,new delhi
dr. Krishna mohan s.  nair,bengaluru
dr. Krishna k. p.  murthy,bengaluru
dr. Krishna kumar,patna
dr. Koppikar p. g. ,mumbai
dr. Kothare s. n. ,bengaluru
"dr. Krishna d. e.  murthy, cdr medical centre",bengaluru
dr. Krishna n.  rao,bengaluru
dr. Krishna g.  kumar,bengaluru
dr. Kosal r.  ram,chennai
dr. Kontractor s. ,new delhi
dr. Kondal g.  rao,secunderabad
dr. Kishore c.  mehta,mumbai
dr. Krishana a.  murthy,chennai
dr. Kotia k. c. ,jaipur
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Kishore p.  kedar,akola
dr. Krishna kumar barun,patna
dr. Kler t. s. ,new delhi
dr. Kishore k. s. ,bengaluru
dr. Kothari a. s. ,jodhpur
dr. Kishore a. g.  ravi,bengaluru
"dr. Kinare s. g. , k.e.m hospital",mumbai
dr. Khimesra d.  navin,ahmedabad
"dr. Khedar r. s. , govt. hospital",hanumangarh
dr. Koshy m. d.  eapen,thottakkattukara
dr. Kokila prasad,bengaluru
dr. Khokani r. c. ,mumbai
dr. Khalilullah m. ,new delhi
dr. Kher h. l. ,new delhi
dr. Khairunnisa kazi,bengaluru
dr. Kirti r.  shah,ahmedabad
dr. Kiran verghese,bengaluru
dr. Ketan kumar a.  kapashi,hyderabad
dr. Kishen,bengaluru
dr. Kishor h.  sheth,bhavnagar
"dr. Kishna kr.  agarwal, sanjivani central hospital",manendragarh
dr. Kelkar s. r. ,nashik
"dr. Khobragada s. b. , khobragade hospital",nagpur
dr. Khaiser p. r.  ahmed,chennai
dr. Kelkar p. n. ,mumbai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Khosla s. c. ,ludhiana
dr. Khanna p. k. ,new delhi
dr. Kethari s. ,chennai
dr. Kharia b. s. ,chandigarh
dr. Kewal chand goswami,new delhi
dr. Khurana s. b. ,ludhiana
dr. Khairanara kabir,kolkata
dr. Kaushik kumar das,howrah
dr. Kerkar p. g. ,mumbai
dr. Katyal v. k. ,rohtak
dr. Kaushik vaidya,ahmedabad
"dr. Keshava r. , ramesh card associates",bengaluru
dr. Karunakaran s. ,chennai
dr. Keyur parikh,ahmedabad
dr. Karup m. k. ,secunderabad
dr. Katpady s.  shenoy,udupi
"dr. Kasthuri r. 
kasthuri r.  kumar",chennai
"dr. Kelkar m. d. , k. e. m. hospital",mumbai
dr. Kapil bhargava,jaipur
dr. Kapanaia k. c. ,bengaluru
dr. Kapoor k. k. ,gorakhpur
dr. Kandasamy v. p. ,chennai
dr. Kedia k. c. ,kolkata
dr. Kashinath padhiary,cuttack
dr. Katdare a. d. ,pune
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Karnik r. d. ,mumbai
dr. Kashinath dixit,bengaluru
dr. Kannivelu p. d. ,chennai
dr. Kannan n. ,chennai
dr. Kandaswami d. ,erode
dr. Karthik r. ,chennai
dr. Kapadia n. k. ,kolkata
dr. Karnawat b. c. ,beawar
dr. Kapoor m. n. ,lucknow
dr. Kannan t. s. ,chennai
"dr. Karlooppia s. d. , army hospital",new delhi
dr. Kannan r. ,thiruvannamalai
dr. Kane g. r. ,mumbai
"dr. Kantharaj p. , shri clinic",bengaluru
dr. Kar c. c. ,kolkata
dr. Karmakar p. s. ,asansol
dr. Karmarkar s. g. ,mumbai
"dr. Kamal kanti goel, city medical centre",muzaffarnagar
dr. Kailash c.  kotia,jaipur
dr. Kalyana k. b.  sundaram,chennai
dr. Kailash narain gupta,jaipur
dr. Kamal kumar maiti,midnapore
dr. Kailas laxman rao,telangana
dr. Kailash k.  vishwani,agra
dr. Kalyani nityanandan,chennai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Kalpana d. ,bengaluru
dr. Kale p. a. ,mumbai
dr. Kala subhash,jaipur
dr. Kailash g. s. ,chennai
"dr. Kahnu c.  mishra, paradip port trust hospital",jagatsinghpur
dr. Jyoti,pune
dr. Joy k. c. ,kolencherry
dr. Kamal kishore saxena,new delhi
"dr. Kaku r.  shah, sukrut nursing home",vadodara
dr. Joy m.  deshmukh,nagpur
dr. Jyotindra l.  bhatt,ahmedabad
"dr. Juvale n. i. , kokan poly clinic",mumbai
dr. Joshi r. s. ,kolkata
dr. Kader muneer,mallappuram
dr. Joy k. c. ,coimbatore
dr. Johari b. s. ,mumbai
"dr. Joshi p. s. , maharaja sawan singh charitable hospital",amritsar
dr. John kurian,chennai
dr. Jimla balachandran,maharaja nagar
dr. Jaypal d. ,salem
"dr. Joshna b. , usha chest centre",vijayawada
dr. Joozer rangwala,ahmedabad
dr. Jayesh r.  tripathi,vadodara
dr. Jayesh r.  rawal,ahmedabad
"dr. John t alexander, baptist hospital",bengaluru
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Jhaveri j. s. ,mumbai
dr. Jha v. ,darbhanga
"dr. Joshi r. k. , dr. joshi's clinic - cum - diagnostic centre",new delhi
dr. Jhamb d. k. ,new delhi
dr. Joshi bipin kumar,jaipur
dr. Jhatakia k. u. ,mumbai
dr. Jitendra b patel,ahmedabad
dr. Joglekar v. k. ,mumbai
dr. Juneja sandeep,jaipur
dr. Jayarajah m. ,chennai
dr. Jiwani p. a. ,hyderabad
dr. Joseph p. k. ,kalloorkad
dr. Jayesh u.  trivedi,ahmedabad
"dr. Jayaprasad, p.d. hinduja hospital",bengaluru
dr. Jayanta kumar basu,howrah
dr. Jha a. k. ,patna
dr. Jeyaraj s. d. ,chennai
"dr. Jayaram, st. martha's hospital",bengaluru
dr. Jeswani p. v. ,ulhasnagar
dr. Jayesh rawal,ahmedabad
dr. Jayanthi t. ,chennai
dr. Jayanthi m. ,chennai
dr. Jayavelan n. a. ,chennai
"dr. Jayaprakash, cardiac care",bengaluru
dr. Joseph a.  thomas,palluruthy
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Jayaram m rai,bengaluru
dr. Jayanthi krishnan,chennai
dr. Jayesh thakkar,ahmedabad
"dr. Jayaprakash p. , shekhar hospital",bengaluru
dr. Jayanarayan,sambalpur
dr. Jayaram l. ,chennai
"dr. Jayanthi lal, st. martha's hospital",bengaluru
dr. Jeyraj s. d. ,chennai
dr. Jayachandran a. ,chennai
dr. Jaya r.  deshpande,mumbai
dr. Jayaraman b. ,r s puram
dr. Jayaram s. ,mumbai
dr. Jayaprakash s. n. ,bengaluru
dr. Jayaprakash s. ,bengaluru
dr. Jer master,mumbai
dr. Jayachandran r. ,chennai
"dr. Jayaseelan n. , stanley medical college",chennai
dr. Javali vivekananda,bengaluru
dr. James k. j. ,thrissur
dr. Jethwani b. l. ,jaipur
dr. Jayant n.  karhade,mumbai
dr. Jain a. k. ,jaipur
"dr. Jaya prasad, hillside hospital",bengaluru
dr. Jayant acharya,vadodara
"dr. Jaya ranganath, dept of medicine",bengaluru
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Jaya m.  rajah,chennai
"dr. Jain l. c. , jai maternity and gen nur home",mumbai
"dr. Jain k. l. , navjeen nursing home",nagpur
dr. Jain ashesh shekharchandra,ahmedabad
dr. Jayanta chakraborthy,kolkata
dr. Jain r. n. ,ghaziabad
"dr. Jayadevappa k. s. , cdr medical centre",bengaluru
dr. Jayant mehta,indore
"dr. Javed ali khan, the heart centre",new delhi
"dr. Janakinath, janakinath clinic",vijayawada
dr. Jajoo bal krishan,jaipur
dr. Jawali vivek,bengaluru
dr. Jain s. m. ,indore
dr. Jain p. n. ,bengaluru
"dr. Jairam r. , east coast hospital ltd.",pondicherry
dr. Janorkar s. s. ,pune
dr. Janardhan s. ,bengaluru
dr. Jaganathan a. p. ,ramanathapuram
dr. Janardhana r. ,bengaluru
dr. Janardhan g. ,mysore
"dr. Istiaque ahmed khan, shifaa hosp.",bengaluru
"dr. Ishwar m.  rathod, m.j.hospital",latur
dr. Jain v. k. ,agra
dr. Jagadeesha p.  chandra,bengaluru
dr. Jain p.  kewal,mumbai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
"dr. Jaipal reddy, mallya hospital",bengaluru
dr. Irshad hussain,chennai
dr. Jag mohan dua,new delhi
dr. Jairaj p. s. ,bengaluru
dr. Jain ashok,jaipur
dr. Jadwani j. p. ,mumbai
dr. Hygriv b.  rao,hyderabad
dr. Jaganathan v. ,chennai
dr. Jagannayakulu h. ,new delhi
dr. Iyenger s. s. ,bengaluru
dr. Jagannathan r. ,chennai
dr. Jafrey s. z. ,indore
dr. Jagadhari ray,kolkata
dr. Jacob v.  jose,chennai
dr. Iswar chandra mohanty,cuttack
dr. Indra pal singh kalra,new delhi
dr. Jaffer t. s.  sadiq,chennai
dr. Iqbal begum,bengaluru
"dr. Jai bhagwan, kanshi ram medical services",gurgaon
dr. Iyengar s. s. ,bengaluru
dr. Insaf a. f. ,bhopal
dr. Indranil roy basu,kolkata
dr. Jadhav n. a. ,bengaluru
dr. Hiten s.  amin,ahmedabad
dr. Iqbal bagasrawala,mumbai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Hemant mahajan,burhanpur
dr. Hemang ashwin kr.  baxi,gandhinagar
dr. Jacob c. d. ,bengaluru
dr. Hisamuddian papa,chennai
dr. Indrasena g.  reddy,telangana
dr. Inbasekar k. ,chennai
dr. Hiremath jagdish,pune
dr. Hitesh c.  parekh,ahmedabad
dr. Hermohander s.  lsser,jaipur
dr. Hemen i.  vithlani,baroda
dr. Ilesh c.  mehta,ahmedabad
dr. Hemant c. j.  kumar,mumbai
dr. Hasan lalani,indore
dr. Harwal s. r. ,gulbarga
dr. Hemant mankad,ahmedabad
dr. Hitendra k.  bhavsar,ahmedabad
dr. Hem chandra kalita,dibrugarh
dr. Hiremath,pune
dr. Hema s.  rane,mumbai
dr. Hari om,chhatarpur
dr. Harsha m. ,bengaluru
"dr. Harish gupta, harish hosnital",alwar
dr. Harish,bengaluru
dr. Hegde amarnath,balmatta
dr. Hegde b. m. ,mangalore
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Harsh deva sharan,ranchi
dr. Harish v.  kumar,chennai
dr. Haridh manglal,indore
"dr. Haresh desai, asha medical nursing home",ahmedabad
"dr. Harsh kumar agarwal, regency hospital ltd.",kanpur
dr. Harish s. g. ,bengaluru
dr. Harish b.  gupta,bareilly
dr. Haridas p.  upadya,mysore
dr. Harinder singh bedi,jalandhar
dr. Guruppa m. ,bengaluru
dr. Harish r.  baheti,amravati
dr. Gururaj b. p.  rao,bengaluru
"dr. Harinder pal singh, amritsar heart centre",amritsar
dr. Gupta m. c. ,agra
dr. Hasteern p. c. ,new delhi
dr. Gupta s. r. ,tirupati
dr. Handa shamsunder ramnath,mumbai
dr. Gupta v. k. ,bathinda
dr. Gupta l. n. ,indore
dr. Gurucharan avasthi,ludhiana
dr. Gupta s. p. ,new delhi
dr. Gupta s. k. ,new delhi
dr. Gurucharan singh kalra,new delhi
dr. Hanumanthappa s. ,bengaluru
dr. Guru raja b. p.  rao,bengaluru
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Gupta k. l. ,lucknow
dr. Gupta k. g. ,indore
dr. Gupta ashutosh,jaipur
dr. Gupta r. n. ,new delhi
dr. Grover d. n. ,new delhi
dr. Gupta uma kant,jaipur
dr. Gourmay dey,siliguri
dr. Guha n. c. ,kolkata
dr. Greesh manwani,new delhi
dr. Gupta rajeev,jaipur
"dr. Gopi a. , wockhardt hospital & heart institute",bengaluru
dr. Govind ayurved,new delhi
dr. Goyal s. p. ,agra
dr. Gupta a. k. ,darbhanga
dr. Gunvant t.  patel,ahmedabad
dr. Govindaswamy v. ,chennai
dr. Govindaiah h. k. ,mysore
dr. Guha b. n.  roy,kolkata
dr. Gopi,bengaluru
dr. Goyal vikram,jaipur
dr. Govinda g. a. ,bengaluru
dr. Gupta g. d. ,new delhi
dr. Gunasekaran n. ,chennai
"dr. Grant p. k. , ruby hall clinic",pune
dr. Govinda narayan malpani,indore
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Gopi s. ,chennai
dr. Gulati r. b. ,pune
dr. Gujral v. k. ,new delhi
"dr. Gopinath parida, near parivar seba clinic",balason
dr. Gopalakrishna h. k. ,bengaluru
dr. Gopala s.  rao,puttur
dr. Gopal m. g. ,bengaluru
dr. Goyal b. k. ,mumbai
dr. Govind vishnu naik,margao
dr. Gopalakrishnan s.  bhat,panampilly nagar
"dr. Gotam chand jain, jain clinic",burhanpur
dr. Govind swarup gupta,saharanpur
dr. Gopalan r. ,vannarapettai
dr. Gopal m. ,bengaluru
"dr. Gowdappa h. b. , j.s.s. hospital",mysore
dr. Golwalla s. a. ,mumbai
dr. Gokhale c. s. ,mumbai
dr. Gnanavelu g. ,thiruvannamalai
dr. Gopalakrishna koduru,guntur
dr. Gopal krishan dube,nagpur
"dr. Girinath m. r. , apollo hospitals",chennai
dr. Ghosh k. n.  hazra,kolkata
dr. Ghosh d. c. ,kolkata
dr. Gooptu a. p. ,kolkata
dr. Gnaneswaran,mysore
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Gobi s.  sankar,pondicherry
dr. Ghosh m. b. ,kolkata
dr. Gheewala nalin n. ,ahmedabad
dr. Gera s. c. ,new delhi
dr. Gillurkar c. s. ,nagpur
dr. George albert d'souza,bengaluru
dr. Geetha b. k. ,bengaluru
dr. Ghosh roy d. ,hooghly
dr. Ghose j. c. ,kolkata
dr. Girish krishna murthy,bengaluru
dr. Girish chandra sepaha,indore
"dr. Ghanshyam s.  relwani, renu nursing home",pune
dr. George john,bengaluru
dr. Gautamananda roy,kolkata
"dr. Girish kr.  aneja, llrm medical college",meerut
dr. Gemson k. ,bengaluru
dr. Ghosh m. c. ,kolkata
dr. George j.  thoduka,bengaluru
dr. George thayil,trikkakara
dr. Ghatikar k. n. ,mumbai
dr. George m. v.  joseph,perumbavoor
dr. George cherian,bengaluru
dr. Geetha subramanian,chennai
dr. George thomas,kadavanthra
dr. Ganga raghava rao,tirupati
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Gautam mistri,kolkata
dr. Gautam chatterjee,kolkata
dr. Gadkari m. a. ,pune
"dr. Ganatra l. p. , dr. ganatra hospital",rajkot
"dr. Gchandak r. , central avenue critical carehospital",nagpur
dr. Gambhir d. s. ,new delhi
"dr. B. v gawali, gawali nursing home",bhandara
"dr. Elangovan, east coast hospital",pondicherry
dr. Gajjela r.  reddy,hyderabad
dr. Ganesan r. t. ,chennai
"dr. Dushyant balat, sushrusha hospital",ahmedabad
dr. Fakir baksh singh,faizabad
dr. Ekbote s. p. ,aurangabad
"dr. Gandhi k. r. , bhagwan mahaveer hospital",bengaluru
dr. Elangovan s. ,chennai
dr. Francis anthony,thrissur
dr. Gandhi m. j. ,mumbai
"dr. Durairaj m. , poona hospital & research centre",pune
"dr. Ganesh prasad, st. martha's hospital",bengaluru
dr. Easwar t. k. m. ,rajkot
dr. Dwarakanath k. ,bengaluru
dr. Edwin j.  rajkumar,palayamkottai
dr. Eapen abraham,kottayam
dr. Doraiswamy a. ,chennai
dr. Dixit n. s. ,new delhi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Dipankar deb,silchar
dr. Durga p.  chakraborty,kolkata
dr. Dipankar datta,kolkata
dr. Elias k.  jacob,coimbatore
dr. Dinesh kumar gupta,new delhi
dr. Ezhilan j. ,chennai
dr. Dutta s. k. ,kolkata
dr. Dixit i. p. ,bhilai
dr. Dipak sarma,jorhat
dr. Dinesh ojha,indore
dr. Dinesh p.  patel,ahmedabad
dr. Dinesh a.  dani,ahmedabad
dr. Dilip balani,indore
"dr. Dinesh sudan, batra heart centre",new delhi
dr. Dilip ameta,ahmedabad
dr. Dilip jain,jaipur
dr. Dinda p. ,kolkata
dr. Dilip kumar mazumdar,kolkata
dr. Dhiraj d.  narula,mumbai
dr. Dharmarajan d. ,coimbatore
dr. Dinesh v kamat,bengaluru
dr. Didwania s. k. ,patna
dr. Dilip kumar badjatiya,indore
dr. Dhiraj m.  gandhi,indore
"dr. Dibya kr.  baruah, apollo hospital",visakhapatnam
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Dharma prakash arya,ranchi
dr. Dhiren joshi,ahmedabad
dr. Dhanapal,chennai
dr. Dhiman kahali,kolkata
dr. Dhillon s. s. ,chhattisgarh
"dr. Dhen raj jangid, escorts heart institute & research centre",new delhi
dr. Dhan raj jangid,gurgaon
dr. Dhar m. c. ,kolkata
dr. Dhanapal m. ,chennai
dr. Devidas g.  advani,pune
dr. Devendra kumar gupta,new delhi
dr. Dhiren j.  parikh,ahmedabad
dr. Deshmukh s. n. ,mumbai
dr. Devendra nath,champaran
"dr. Dhruman m.  desai, sunflower hospital",mumbai
dr. Desai g.  ajit,mumbai
dr. Deshmukh p. p. ,visakhapatnam
dr. Dhar r. ,jaipur
dr. Dhamija j. p. ,sri ganganagar
dr. Dev r. ,new delhi
dr. Deivanayagam c. n. ,chennai
dr. Desai b. m. ,bengaluru
dr. Deepak natarajan,new delhi
"dr. Deepak vora, navdeep hospital",ahmedabad
dr. Desai m. g. ,mumbai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Deshpande r. v. ,mumbai
"dr. Deshmukh p. a. , adm hospital",jamshedpur
dr. Devobroto mukherjee,indore
dr. Deepak s.  baharani,jabalpur
dr. Devaraj h. s. ,mysore
dr. Deoram patel,sambalpur
dr. Devangshu maitra,indore
"dr. Deepak t. s. , 'sidvin' health care",bengaluru
dr. Deepak kumar agarwal,ghaziabad
dr. Debasis mitra,kolkata
dr. Deepak k.  gupta,patna
dr. Debidas ray,sathuvachari
dr. Debasish dutta,kolkata
dr. Debasish banerjee,kolkata
dr. Dayanand k.  kumbla,mumbai
dr. Debasis biswas,kolkata
dr. Desai r. k. ,surat
dr. Darshan banker,vadodara
dr. Deepak kumar rastogi,uttarakhand
dr. Dasharathrai d.  desai,valsad
dr. David chellaraj,chennai
"dr. Dave d. m. , dr.rasiklal shah sarvajanik hospital",sabarkantha
dr. Datta s. ,mysore
dr. Damodara k.  rao,visakhapatnam
dr. Damle v. b. ,mumbai
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Daweser b. k. ,new delhi
dr. Dasmahapatra h. k. ,kolkata
dr. Darshan jhala,mumbai
dr. Chutani s. k. ,jaipur
dr. Chowrana d. j. ,bengaluru
dr. Debase ghosh,kolkata
dr. Dayasagar v.  rao,secunderabad
dr. Debabrata roy,kolkata
dr. Darshan c.  shah,ahmedabad
dr. Daulat j.  ram,mumbai
dr. Das p. c. ,kolkata
"dr. Dash p. k. , sri satya sai institute of higher medical sciences",anantapur
dr. Debabrata choudhary,kolkata
dr. Damodar mohanty,rourkela
dr. Chowdhary s. p. ,howrah
dr. Chopra d. s. ,kolkata
dr. Dave b. t. ,baroda
dr. Chopra sandeep,jaipur
dr. Debabrata mitra,kolkata
"dr. David chase, narsapur christian hospital",narsapur
dr. Chopra k. l. ,new delhi
dr. Dave a. s. ,new delhi
dr. Colaco f. c. ,margao
dr. Das k. g. ,bengaluru
dr. Chopra h. k. ,new delhi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
"dr. Chokkalingam v. , kumaran hospital",chennai
dr. Dalal j. j. ,mumbai
dr. Daruwala d. f. ,mumbai
"dr. Das j. p. , heart clinic and research center",cuttack
"dr. Das g. s. , aiims",new delhi
dr. Chockalingam v. ,chennai
dr. Das r.  gupta,kolkata
dr. Choudhary b. k,patna
dr. Chawla r. ,jalandhar
dr. Chaukar a. p. ,mumbai
dr. Das g. c. ,kolkata
dr. Chinnaiah d. ,bengaluru
dr. Chikkamaga s. ,bengaluru
dr. Das p. k. ,kolkata
dr. Daljit kaur ghambeer,new delhi
dr. Chirag v.  sheth,lucknow
dr. Chedda sd. ,bengaluru
dr. Dalvi c. p. ,mumbai
"dr. Chawla m. l. , commamd hospital",lucknow
dr. Chinnapillay s. ,bengaluru
dr. Cherian varkey,bengaluru
dr. Chaterjee a. k. ,koderma
"dr. Das n. k. , tata main hospital",jamshedpur
dr. Dalal p. m. ,mumbai
dr. Chawla n. p. s. ,new delhi
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Dalmia s. s. ,kolkata
dr. Chinnakrishnan p. g. ,chennai
dr. Chikkalinge n.  gowda,bengaluru
dr. Chellapa vijayakumar,chennai
dr. Chhabru r. m. ,new delhi
dr. Chaterjee m. l. ,24 parganas
dr. Chhabi satpathy,bhubaneswar
dr. Chandrashekar n.  makhale,pune
dr. Chandrasekhar y. s.  rao,chandigarh
dr. Chaterjee s. s. ,kolkata
dr. Chandrasekhar v.  patil,mumbai
dr. Chaudhari v. s. ,bhusawal
dr. Chhetri m. k. ,kolkata
dr. Chetan airen,indore
dr. Chandrashekar g. s. ,udupi
dr. Chaudhary a. r. ,new delhi
dr. Chattopadhyay b. p. ,kolkata
dr. Chari j. s. ,tirupati
"dr. Chandrashekar s.  bhat, malleswaram medical centre",bengaluru
dr. Chandrasekhara p. ,bengaluru
dr. Chaudhury b.  ray,kolkata
dr. Chaudhary r. r. ,patna
"dr. Chandraskekhar bhat, malleshwaram medicare centre",bengaluru
dr. Chandrasekhara a. s.  rao,bengaluru
dr. Chandrasekhar p. ,kurnool
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Chaudhary d. c. ,guwahati
dr. Chandrakala k. c. ,bengaluru
dr. Chandra bhan n.  singh,mysore
dr. Chandrasekar s. ,chennai
dr. Chandrasekhar k. p. ,thiruvananthapuram
dr. Chaudhari a. k. ,kolkata
dr. Chandra b.  somayaji,bengaluru
dr. Chezhian c. ,chennai
dr. Chandra b.  sekar,chennai
dr. Chandraprakash t.  tindwani,ahmedabad
dr. Chandramohan,bengaluru
"dr. Chaturvedi vinod, s.d.m. hospital",jaipur
dr. Chandrakant mishra,cuttack
dr. Chandrabhusan r.  singh,ahmedabad
dr. Chandra babu,bengaluru
dr. Chalawaria gopal,jaipur
dr. Chandra mohan jha,darbhanga
dr. Chandrakrishan gupta,indore
dr. Chandrasekaran k. ,chennai
dr. Chandrasekar,chennai
dr. Chandrasekara d.  mallayya,palluruthy
dr. Burkule n. j. ,mumbai
dr. Chaudhari n. d. ,asansol
"dr. Chandrasekar p. , g. kuppuswamy naidu memorial hospital",coimbatore
dr. Byatarangappa,bengaluru
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Chandrasekaran p. v. ,chennai
dr. Chandrasekar,srikalahasti
dr. Brajesh mittal,new delhi
dr. Chandra m.  shekhar,bengaluru
dr. Chakrabarti b. ,kolkata
dr. Chandar s. ,palayamkottai
dr. Chadana b. b. ,new delhi
dr. Biswajit das,cuttack
"dr. Chalapati k. v.  rao, prasanti nursing home",vijayawada
"dr. Brahmaji u.  rao, osmania medical college",hyderabad
dr. Chakraborthy s. k. ,kolkata
dr. Chakraborthy r. n. ,howrah
"dr. Butchi babu k., rajdeep hospital",vijayawada
dr. Buddhadeb mukherjee,howrah
dr. Buch p. j. ,junagadh
dr. Brahmanandam c. v. ,chennai
dr. Biswas t. k. ,kolkata
dr. Chander mohan khanna,new delhi
dr. Braj pd.  nandan,patna
dr. Biswakes majumdar,hooghly
dr. Brinder m.  singh,new delhi
dr. Chakraborty a. ,kolkata
dr. Brij mohan makkar,new delhi
dr. Chandini prabhakar,chennai
dr. Brahma prasad singh,lucknow
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Bommaiah b. c. ,bengaluru
dr. Bohra b. m. ,kota
dr. Chacko k. a. ,ernakulam
dr. Brijis caroli,new delhi
dr. Bishwajeet chaterjee,varanasi
dr. Binod kr.  binaykia,kolkata
dr. Bose t. k. ,rourkela
dr. Bisht d. b. ,ghaziabad
"dr. Bishwajith rath, cdr medical centre",bengaluru
dr. Bimal kumar khetawat,kolkata
dr. Bijay kumar das,guwahati
dr. Bhupendra d shukla,ahmedabad
dr. Bimit kr.  jain,new delhi
dr. Biswadip agarwala,malda
dr. Bipin kumar jain,saharanpur
dr. Bindu madhav rao,bengaluru
dr. Bilgrami n. l. ,new delhi
dr. Bindal v. k. ,new delhi
dr. Bikas kumar chaterjee,kolkata
dr. Bommireddi srinivas,rajahmundry
dr. Bimal bhaumik,agartala
dr. Bhuyan m. c. ,guwahati
dr. Bhuvaneswaran j. s. ,r s puram
dr. Bidyut kumar mallick,kolkata
dr. Bhuvan b. n.  prashanth,bengaluru
" Vimal kumar, pediatrics",Vanaja Hospital
"dr. Amit jain, gastrointestinal surgery",Max Hospital Patparganj
dr. Bisarya b. n. ,indore
dr. Bipin kumar dubey,hyderabad
dr. Bhupen n.  desai,mumbai
"dr. Bijaya mohanty, tata main hospital",jamshedpur
dr. Bhavani a. ,chennai
dr. Bhuvanesh k. g.  babu,madurai
dr. Binayak deb,kolkata
"dr. Bidwai p. s. , ciims hospital",nagpur
dr. Bijaya kumar mishra,bhubaneswar
